name,latitude_deg,longitude_deg
Achibueno Airport,-36.141999,-71.374
Catapilco Airport,-32.563805,-71.287698
Domeyko Airfield,-28.96787,-70.922703
Nuevo Chaitén Airport,-42.781943,-72.834999
Edificio Torre Nueva Santa María Helipad,-33.422742,-70.621952
Peldehue Aerodrome,-33.118575,-70.683074
Oficina Victoria Airport,-20.73469925,-69.6257019
USC University Hospital Heliport,34.061623,-118.201585
Eagle Field,36.89989853,-120.6679993
Kilroy Airport Center Heliport,33.929875,-118.384799
Airport Towers Number 1 Heliport,33.916916,-118.395211
Sky Way Estates Airport,38.41070175,-121.2350006
Wells Fargo Bank Operations Center Heliport,37.547959,-121.979581
Glendale Adventist Medical Center Heliport,34.151708,-118.230561
Queen Mary Heliport,33.749094,-118.19014
Biltmore Hotel Heliport,34.049326,-118.253676
Sharp Chula Vista Medical Center Heliport,32.619499,-117.023003
Anacapa View Estates Heliport,34.04169846,-118.8529968
Ferdun Ranch Airport,38.13460159,-121.2200012
Saint Vincent Medical Center Heliport,34.063769,-118.272503
Brian Ranch Airport,34.51530075,-117.762001
Huntington Memorial Hospital Heliport,34.134335,-118.152124
SCE Ridgecrest Service Center Heliport,35.614653,-117.668257
Turner Field/Amphibious Base Heliport,32.67844984,-117.1555853
Barstow Community Hospital Heliport,34.894051,-117.018276
Danby Airstrip,34.555,-115.356003
Bank of America Glendale Heliport,34.155373,-118.257008
Wells Fargo-Cv Heliport,34.041666,-118.272581
Sutter Amador Hospital Heliport,38.34999847,-120.7630005
Sheriff's Station Heliport,34.41573,-118.551377
Jones/Ag-Viation Airport,39.45959854,-121.6959991
Kindsvater Ranch Airport,36.84989929,-119.5100021
7R Ranch Airport,34.935552,-119.451901
Great Western Helistop,34.23874767,-118.565927
Wells Fargo-El Monte Heliport,34.07021,-118.071873
Morongo Basin CHP Heliport,34.134168,-116.273929
Camino Airstrip,34.83499908,-114.9570007
Queensway Bay Heliport,33.754901,-118.194995
Caltrans District 7 Heliport,34.05149841,-118.2429962
Garland Center Heliport,34.050972,-118.265542
Pauma Valley Air Park,33.31060028,-116.9980011
First Interstate Bank Heliport,34.2686,-118.718002
Warner Springs Gliderport Airport,33.2845,-116.675003
Allan Ranch Flight Park Ultralightport,38.56940079,-122.8040009
Enloe Medical Center Heliport,39.741952,-121.850191
Swepi Beta Platform Eureka Heliport,33.56389999,-118.1179962
St. Helena Fire Department Heliport,38.54850006,-122.5110016
SCE Antelope Valley Service Center Heliport,34.647984,-118.145229
Oakland Convention Center Heliport,37.802399,-122.274002
Mission Viejo Company Helistop,33.572201,-117.725998
Boeing Seal Beach (Ground Level) Heliport,33.755454,-118.086982
Orange County Steel Salvage Heliport,33.848107,-117.85105
North Net Training Authority Heliport,33.795054,-117.881025
Quail Lake Sky Park Airport,34.76779938,-118.7320023
Hoag Heliport,33.233993,-116.968628
VA Medical Center Long Beach Heliport,33.775799,-118.120003
International Tower Heliport,34.046641,-118.261814
Westwood Gateway I Heliport,34.04785,-118.444923
Santa Rosa Memorial Hospital Heliport,38.44380188,-122.7009964
San Joaquin General Hospital Heliport,37.887832,-121.282716
Redbud Community Hospital Heliport,38.93457,-122.61933
Westside Towers Heliport,34.033279,-118.451849
SCE Serrano Substation Heliport,33.828505,-117.790578
Ranchaero Airport,39.71960068,-121.8710022
Torrey Pines Corporate Helistop,32.90890121,-117.2429962
SCE Southeastern Division Heliport,33.73072,-117.847333
Camp 11 Heliport,34.438147,-118.287697
Memorial Hospital Heliport,35.39110184,-119.0059967
Kern Medical Center Heliport,35.382484,-118.969656
Station 125 Heliport,34.151554,-118.697763
Castaic Dam Heliport,34.51720047,-118.598999
Washington Hospital Parking Structure Heliport,37.557473,-121.978139
H.B.P.D. Heliport,33.69499969,-118.0009995
Camp 2 Heliport,34.197201,-118.174004
Platform Hidalgo Heliport,34.49499893,-120.7030029
Platform Harvest Heliport,34.46920013,-120.6819992
Sutter Lakeside Hospital Heliport,39.10509872,-122.9069977
Hollywood Presbyterian Hospital Heliport,34.096428,-118.290323
Hughes/Corporate Heliport,33.96609879,-118.4240036
Camp 8 Heliport,34.06200027,-118.6470032
Rotor-Aids Maintenance Hangar Heliport,34.20220184,-119.2030029
Skyotee Ranch Airport,34.83190155,-118.401001
Robert D Cloud Heliport,34.052168,-118.080602
U S Naval Medical Center San Diego Heliport,32.725019,-117.144291
Bonny Doon Village Airport,37.07049942,-122.1269989
Camp 14 Heliport,34.56610107,-118.4769974
SCE Tiffany Pines Heliport,37.11723,-119.313374
Sherman Oaks Community Hospital Heliport,34.159927,-118.449457
Camp 15 Heliport,34.28939819,-118.288002
Los Robles Regional Medical Center Heliport,34.206842,-118.88311
Joe Heidrick Heliport,38.66550064,-121.8259964
Ahlem Farms Airport,37.38830185,-120.927002
Sonoma Raceway Heliport Pad 1,38.158228,-122.456344
McCandless Towers Heliport,37.385503,-121.972414
Haddicks Heliport,34.027424,-117.966734
Wesinger Ranch Airport,41.447102,-120.584
Los Angeles Times - Northridge Heliport,34.238821,-118.56949
Butte Creek Hog Ranch Airport,39.688801,-121.783997
Auberry Hydro Service Center Heliport,37.06489944,-119.4840012
SCE Saddleback Service Center Heliport,33.655253,-117.705844
SCE Shaver Summit Heliport,37.163799,-119.292
Plumas District Hospital Heliport,39.94025309,-120.9620261
County Heliport,34.10329819,-117.2720032
Vaca Valley Hospital Heliport,38.35570145,-121.9509964
Mercy Hospital & Medical Center Heliport,32.751285,-117.160628
Rockwell Facility Heliport,33.758402,-118.085293
Watsonville Community Hospital Heliport,36.93999863,-121.776001
L'Assomption Airport,45.82310104,-73.46060181
Holland Landing Airpark,44.08940125,-79.49500275
Lethbridge / Anderson Field,49.65694444,-112.7727778
Lancaster Airpark,45.20040131,-74.36100006
Plattsville (Lubitz Flying Field),43.305833,-80.548611
La Grande-4/Lac Bottine Seaplane Base,53.7094,-73.720801
Clear Lake Metroport,29.5555,-95.1383
London / Chapeskie Field,43.06829834,-81.12560272
Calgary (Peter Lougheed Centre) Heliport,51.07819559,-113.98633
Loon Creek Airfield,50.8434,-104.323
Edmonton / Leduc Heliport,53.253172,-113.542599
Burns Lake (LD Air) Water Aerodrome,54.21,-125.756901
Lower East Pubnico (La Field) Airport,43.62220001,-65.76190186
Tischner Air Airport,64.2545,-149.19207
Liege / CNRL Airport,57.00189972,-113.1940002
Fort McMurray / Legend Airfield,57.196944,-112.895556
Stettler (Health Centre) Heliport,52.32315356,-112.7252573
Lethbridge/Chinook Regional Hospital Heliport,49.685891,-112.816785
Bobcaygeon / Chesher Lakehurst,44.525564,-78.44827
Lethbridge / J3 Airfield,49.741621,-112.73833
Lucknow Airpark,43.9678,-81.493301
Langille Lake Seaplane Base,44.45000076,-64.44779968
Lac Lamothe Water Aerodrome,48.739403,-71.1383
Leamington Airport,42.02500153,-82.52500153
Lake Muskoka/Alport Bay Seaplane Base,45.02109909,-79.38279724
Lamont Health Care Centre Heliport,53.7636,-112.7877
Lake Muskoka South Seaplane Base,44.966101,-79.4298
Miller Island Seaplane Base,44.9922,-79.465401
Beaverlodge / Clanachan Field,55.2344931,-119.841591
Montreal / Laval (Artopex Plus) Heliport,45.57859562,-73.75002041
Lac Polaris (pourvoirie Mirage),53.80055556,-72.86666667
Liverpool (Queens General Hospital) Heliport,44.03871477,-64.70534205
Lake Rosseau/John's Bay Seaplane Base,45.170104,-79.5975
Fort McMurray / South Liege Airfield,56.83235283,-113.0988407
Porters Lake South Seaplane Base,44.66538,-63.31477
Stayner (Clearview Field) Airport,44.404638,-80.147978
Lewvan (Farr Strip) Airport,49.985001,-104.114998
Laurel / Whittington,43.97916794,-80.17722321
Conestogo / Largo Woods Field,43.566695,-80.470916
Campo Airport,2.341137,9.847089
Touboro Airport,7.765747,15.317976
Djoum Airport,2.666859,12.666755
Sangmélima Airport,2.946602,12.002311
Lokomo Airport,2.683971,15.460837
Masea Airport,3.118743,14.970657
Ngola Airport,3.494501,15.332236
Gribi Airport,3.787821,14.984021
Mindourou Airport,4.122123,14.541415
Limbé Military Heliport,3.96893,9.22321
Lobe Airfield,4.597263,9.067273
Malinkam Northwest Airport,4.61748,9.6242
Limbé Airport,4.01583,9.19999
Mattawa Airport,46.29970169,-78.74780273
Miminiska Seaplane Base,51.60139847,-88.58080292
Meadowbank Airport,65.02466155,-96.06865883
Cambridge (Puslinch Lake) Seaplane Base,43.4205,-80.257002
Lake Muskoka East (Milford Bay) Seaplane Base,45.074922,-79.480289
Maxville (Bourdon Farm) Airport,45.253,-74.807
Mount Belcher Heliport,48.83280182,-123.5049973
Edmonton / Misericordia (Community Hospital) Heliport,53.52037709,-113.6110555
Mayerthorpe (Healthcare Centre) Heliport,53.94871141,-115.1330173
Omemee Airport,44.2854,-78.6276
Bala (Medora Lake),45.0641667,-79.6797222
Edmonton / Calmar (Maplelane Farm),53.184654,-113.738236
Lethbridge (Mercer Field),49.55481129,-112.5615406
Port Hope (Millson Field),43.989209,-78.428691
Milton (Afi) Heliport,43.53222374,-79.90273431
Lacombe (Mustang Helicopters),52.37888718,-113.8225021
Mirabel Hélico Heliport,45.69555,-73.9525
Canadian Mountain Holidays Heliport,52.78836,-119.256235
Minden (Hospital) Heliport,44.92470169,-78.72940063
McKellar (Manitouwabing) Seaplane Base,45.501796,-79.917757
Quamichan Lake (Raven Field) Airport,48.81190109,-123.651001
Mink Lake Water Aerodrome,44.010731,-65.888588
Morrison Lake Seaplane Base,44.8705,-79.461
Martin's Landing,48.2936,-89.543002
Six Mile Lake (Hungry Bay) Seaplane Base,44.9163,-79.7212
Saint-Mathieu-de-Laprairie Aerodrome,45.31156,-73.566492
St-Michel-de-Napierville Airport,45.213804,-73.576
Minto,62.60472222,-137.2219444
Manic-Cinq Airport,50.657732,-68.831019
Edmonton/Morinville (Mike's Field),53.83694444,-113.5633333
Camrose / St Mary's Hospital Heliport,53.01513825,-112.8301692
Middleton (Soldiers Memorial Hospital) Heliport,44.9461284,-65.05903959
Marina le Nautique Water Aerodrome,46.69,-73.898702
New Cametá Airport,-2.2468,-49.56
Mont-Tremblant (Lac Maskinongé) Seaplane Base,46.087825,-74.608452
Matawatchan Aerodrome,45.163709,-77.095356
Collins Field,45.507401,-77.9906
Caia Airport,-17.8331,35.3341
Arthur (Metz Field),43.810556,-80.435833
Old Guangzhou Baiyun International Airport,23.1842,113.265999
Nanjing Dajiaochang Airport,31.996394,118.81279
Laohutun Air Base,39.669998,121.765999
Pulandian Air Base,39.450901,122.017998
Tangshan Sannühe Airport,39.71780014,118.0026245
Beijing Shahezhen Air Base,40.14916611,116.3213882
Beijing Tongxian Air Base,39.81111145,116.7083359
Wanggang Airfield,45.670924,126.521812
Shuangyushu Airfield,45.663982,126.700099
Zhuhai Jiuzhou Airport,22.25211,113.59031
Luzhou Lantian Airport,28.852577,105.392579
Yuanmou Air Base,25.737499,101.882004
Fengning Air Base,41.26079941,116.6179962
Hohhot Bikeqi Air Base,40.737015,111.229749
Huairen Air Base,39.717499,113.142998
Liangxiangzhen Air Base,39.75780106,116.1259995
Lushan Heliport,29.664823,116.079554
Tangguantun Air Base,38.781101,117.068001
Tangshan Air Base,39.656399,118.136002
Wenshui Air Base,37.407799,111.966003
Yangcun Air Base,39.37329865,117.0950012
Yongning Air Base,40.50310135,116.1080017
Beijing Yanqing Airport,40.379146,115.937519
Zhangjiakou Ningyuan Airport,40.738602,114.93
Tangshan Zunhua Air Base,40.102501,117.887001
Chengdu Huangtianba Air Base,30.705299,103.949997
Baoshan Yunrui Airport,25.053301,99.168297
Yongshu Jiao (Fiery Cross Reef) Helipad,9.539168,112.880071
Yongshu Jiao (Fiery Cross Reef) Air Base,9.551747,112.887697
Chongqing Baishiyi Air Base,29.4953,106.359001
Zhubi Jiao (Subi Reef) Helipad,10.913002,114.061933
Kunming Wujiaba International Airport,24.9924,102.7435
Damxung Air Base,30.486273,91.082561
Dazu Air Base,29.636227,105.773621
Zhanyi Airport,25.592035,103.829188
Shantou Waisha Airport,23.426901,116.762001
Yongji Airport,34.8723,110.361
BFA International Convention Center Heliport,19.140251,110.5632
Lijiang Airport,23.5847,102.010003
Lincang Boshang Airport,23.7381,100.025002
Luliang Air Base,24.988192,103.642833
Former Dangyang Airport,30.823,111.8121
Honghe Mengzi Airport / Mengzi Air Base,23.3953,103.334
Yichang Tumenwu Airport,30.671,111.4404
Qionglai Air Base,30.49099,103.466139
Xigaze Peace Airport / Shigatse Air Base,29.3519,89.311401
Former Yueyang Airport,29.424,113.0416
Wenshan Air Base,23.71559906,103.8270035
Xiangyun Midu Air Base,25.445299,100.735001
Panzhihua Bao'anying Airport,26.54,101.79852
Zigong Fengming Airport,29.376484,104.625789
Leshan Jiajiang Airport,29.732148,103.613477
Baihe Ningming Air Base,22.120481,107.125046
Baoding Huangzhang Airport,38.83359,115.521626
Changsha Datuopu Airport / Changsha Air Base,28.068522,112.957306
Dangyang Air Base,30.798599,111.809998
Foluo Northeast Air Base,18.6922,109.161003
Lanzhou Donggang (Gongxingdun) Airport,39.948964,124.145162
Guangzhou East Airfield,23.1647,113.369003
Haibei Airport,36.990726,100.857505
Foshan Shadi Airport,23.0833,113.07
Bazhong Enyang Airport,31.73842,106.644872
Guiping Mengxu Air Base,23.330799,110.009003
Haikou Dayingshan (Haikou City) Airport,20.0189,110.347
Hanzhong Xiguan Airport,33.063599,107.008003
Guiyang Air Base,26.40994,106.532264
Xinyang Minggang Airport,32.540819,114.079141
Huizhou Pingtan Airport,23.049999,114.599998
Jialaishi Air Base,19.697201,109.725998
Changchun East Airport,43.888157,125.405307
Leiyang Air Base,26.58720016,112.8919983
Lingshui Air Base,18.4944,109.987999
Shangluo Airport,33.708533,110.249284
Shangqiu Air Base,34.449507,115.459261
Meixian Air Base,24.264999,116.099998
Zhengzhou Air Base,34.86125,113.729631
PLA Khunjerab Post Helipad,36.930618,75.553407
Aurora Plaza Helipad,31.234386,121.499617
Shaoguan Danxia Airport,24.9786,113.420998
Suixi Air Base,21.3958,110.199997
Jinggangshan Airport,26.856899,114.737
Baise Youjiang Airport,23.7206,106.959999
Guodu Air Base,36.000428,117.625833
Wuhan Air Base,30.5986,114.241997
Xiaogan Air Base,30.95359,113.911774
Dalachi Airbase,36.628134,105.002346
Chenggong Airport,24.846346,102.801256
Dabao Airbase,40.5402,124.2295
Lianyungang Huaguoshan International Airport,34.41406,119.17899
Cangxian Air Base,38.403025,116.930924
Dongying Shengli Airport,37.50859833,118.788002
Jiaozhou Jiaocheng Air Base,36.331163,120.025538
Jinan Qihe Air Base,36.769139,116.639787
Jiugucheng Air Base,37.491153,116.116726
Kaifeng Air Base,34.75389862,114.3389969
Laiyang Air Base,36.9636,120.591003
Luyang Air Base,33.685434,112.89053
Hailar Southwest Airport,49.164182,119.693685
Chaor Airstrip,48.425954,121.387768
Qingdao Cangkou Air Base,36.158929,120.387832
Qingdao Naval Base,36.0469017,120.2839966
Zhongshan Sanjiao Airport,22.66392,113.46885
Wendeng Air Base,37.263011,122.025863
Xingcheng Air Base,40.580328,120.700374
Xuzhou Yangmiao Agricultural Airport,34.56423,116.97377
Xuzhou Daguozhang Air Base,34.229285,117.245665
Panyu Shawan Heliport,22.91308,113.32042
Zhubi Jiao (Subi Reef) Air Base,10.923926,114.070648
Yidu Air Base,36.586635,118.527603
Meiji Jiao (Mischief Reef) Air Base,9.92102,115.5059
Zhucheng Air Base,36.027468,119.43778
Lingjiao Heliport,22.59417,114.5378
Altay Xuedu Airport,47.749886,88.085808
Baoji Air Base,34.53125,107.470679
Peking University Shenzhen Hospital Helipad,22.55887,114.045064
Honglong Century Plaza Helipad,22.543201,114.114657
Gonghe Air Base,36.3367,100.480003
Meigui Haian Pengxiang Helicopter Base,22.61466,114.37446
Dong'ao Heliport,22.023542,113.717093
Guishan Dao Helipad,22.144529,113.824905
Huangdicun Naval Air Base,40.49979,120.659295
Fuzhou Zhuqi Heliport,26.123906,119.113959
Lanzhou Air Base,35.917801,104.218002
Wangzhuang Rescue Helipad,26.072323,119.318734
Lintao Air Base,35.3083,103.835999
Fuzhou Zongyuan Helipad,26.093229,119.276626
Qingshui Air Base,39.554699,98.884201
Anji County Heliport,30.601008,119.650912
Shihezi Shandanhu General Airport,44.333051,86.116674
Tianshui Maijishan Airport,34.559399,105.860001
Shuyang Heliport,24.6263,117.0997
Ürümqi South Air Base,43.466593,87.531177
Uxxaktal Air Base,42.1814,87.188103
Wugong Air Base,34.275907,108.2658
Ürümqi Changji Air Base,43.951175,87.079232
Wuwei Air Base,37.9883,102.567001
Xi'an Air Base,34.153059,108.599739
Xincheng Air Base,25.5483,114.619003
Yaerbashi Test Range,43.077202,92.808098
Yanliang Air Base,34.642248,109.241867
Guilin Qifengling Airport,25.193836,110.32033
Xidao Heliport,18.23191,109.37722
Zhangye Ganzhou Airport,38.801899,100.675003
Luhuitou Heliport,18.1923,109.4812
Changxing Air Base,30.968599,119.731003
Daishan Air Base,30.287581,122.144401
Feidong Air Base,31.909401,117.658997
Zhaoshu Dao (Tree Island) Heliport,16.9782,112.2664
Fuzhou Air Base,26.0044,119.311996
Shanhu Dao (Pattle Island) Heliport,16.535115,111.608675
Jinyin Dao (Money Island) Heliport,16.447476,111.507111
Huian Air Base,25.02610016,118.8069992
Hangzhou Jianqiao Airport,30.3353,120.240997
Jiaxing Airport / Jiaxing Air Base,30.705535,120.679779
Shanghai Chongming Airport,31.664,121.5187
Rimuchang Heliport,33.76843,79.07384
Morin Dawa Banner Airport,48.38745,124.43127
Longtian Air Base,25.5728,119.459999
Longyou Air Base,29.1131,119.177002
Ankang Wulipu Airport,32.708056,108.931111
Former Ganzhou Huangjin Airport,25.82666,114.91277
Nanchang Yaohu Airport,28.635599,115.93
Nanchang Xiangtang Air Base,28.421205,115.923375
Qingdao Liuting Airport,36.266102,120.374001
Ningbo Zhuangqiao Air Base,29.9228,121.573997
Alar Lanpowan Airport,40.640982,81.273888
Former Qiemo Airport,38.14886,85.5325
One Shenzhen Bay 7 Helipad,22.50869,113.9376
Shanghai Dachang Air Base,31.324438,121.409508
Excellence Qianhai Tower 3 Helipad,22.53277,113.89421
Shanghai Longhua Airport,31.166901,121.454002
China Resources Qianhai Center Tower 1 Helipad,22.53444,113.89526
Shanghai Jiangwan Airfield,31.333,121.5
Shum Yip Upper Hills Tower Helipad,22.55955,114.06675
Second People's Hospital of Shenzhen Heliport,22.56011,114.08093
Shenzhen Shuxue Medical Science Institute Heliport,22.56047,114.08172
Shijiazhuang Luancheng Airport,37.91305,114.59166
Wuhan Hannan Municipal Airport,30.25521,114.062805
Baoji Lingyuan General Aviation Airport,34.38946,107.12865
Xishanbei Airport,39.14996,115.28795
Dingxing Airport,39.25469,115.83329
Zhangshu Air Base,28.023283,115.549649
Zhangzhou Airfield,24.561621,117.654665
Gaobeidian Airport,39.36942,115.93992
Changchun Air Base,43.9053,125.197998
Zhuozhou Airport,39.45692,116.00091
Former Chifeng Airport,42.234587,118.906746
Beijing Nanjiao Airport,39.48595,116.37236
Dandong Langtou Airport,40.0247,124.286003
Dingxin-Shuangchengzi Air Base,40.401402,99.789398
Fuxin Air Base,42.078899,121.662003
Gongzhuling Air Base,43.526293,124.78466
Harbin Pingfang Airport,45.59886,126.65808
Jinxi Air Base,40.749199,120.878998
Liushuibao Airfield,41.187138,121.167239
Former Bengbu Airport,32.93333,117.36666
Kaiyuan Air Base,42.525799,123.982002
Lalin Air Base,45.259457,126.893536
Shanghai Gaodong Airport,31.33396,121.62176
Xuzhou Jiulishan Air Base,34.2879,117.1713
Pingquan Air Base,40.900409,118.677878
Datong Beijiazao Airport,40.03942,113.39344
Datun Air Base,43.73361,125.25333
Shenyang Beiling Air Base,41.8708,123.439003
Hefei Luogang Airport,31.77999,117.29833
Shenyang Yuhong Quansheng Airport,41.822498,123.299004
Shuangcheng Air Base,45.406874,126.320977
Siping Air Base,43.156898,124.292
Suizhong Air Base,40.298992,120.36152
Tuchengzi Air Base,38.912201,121.238998
Gaomi Air Base,36.3875,119.71194
Dalian Yingchenzi/Xinzhaizi Air Base,39.010601,121.389999
Guangshui Air Base,31.6625,113.81777
Huangpi Air Base,30.90205,114.51008
Sheyang Airport,33.79276,120.16497
Longkou Huangshan Airport,37.55449,120.2724
Penglai Shahekou Airport,37.80473,120.80954
Binzhou Daguo Airport,37.61055,117.885699
Jinan Pingyin General Airport,36.29659,116.43959
Zibo Air Base,36.80982,117.8922
Huanghua Fanghuang Airport,38.41903,117.29877
Binhai Douzhuang Airport,38.56417,117.31323
Tai'an Xinkaihe Airport,41.3282,122.45557
Luhe Ma'an Airport,32.37938,118.79465
Aksu Yituan Airport,40.67737,79.89501
Aksu Zhicheng Airport,40.990059,80.094509
Yizhou Test Range,42.55217,94.21869
Linze Danxia Airport,39.04572,100.16785
Datong Qingshuihe Air Base,39.93824,113.40345
PLAAF Shijiazhiang Flight Academy,38.08191,114.41804
Xinxiang Helicopter Air Base,35.29336,113.83837
Xiantao General Airport,30.40678,113.59485
Nanjing Ruohang Helicopter Base,32.05749,118.5722
Jurong Air Base,31.95971,119.17224
Jiangning Tushan Air Base,31.97139,118.8404
Xigaze Dingri Airport,28.604567,86.798
Tashikuergan Hongqilafu Airport,37.661333,75.288877
Dongyang Hengdian General Airport,29.12513,120.24343
Woduhe Heliport,50.53783,125.81467
Taizhou Chunlan Heliport,32.49338,119.95283
Jingmen Zhanghe General Airport,30.985923,112.05368
Faku Caihu Airport,42.38999,123.36977
Qindeli Farm Airport,47.96256,133.18252
Chengdu Fenghuangshan Air Base,30.73019,104.09282
Chengdu Taipingsi Airport,30.60321,104.01766
Chongzhou Haoyun General Airport,30.560102,103.730721
Chengdu Xinjin Airport,30.4214,103.8444
Pengshan Air Base,30.26485,103.8511
New Sichuan Leshan Airport (under construction),29.43687,103.71529
Yancheng Jianhu General Airport,33.42127,119.72231
Binhai Eastern General Heliport,39.05072,117.73315
Xueye Aeronautics Technology Sports Park,36.43788,117.56978
Jiande Qiandaohu General Airport,29.360905,119.180829
Nanning Lingli General Airport (under construction),22.8519,108.7806
Xinchang Wanfeng General Airport,29.4535,121.0104
Xi'an Aerospace Base General Airport,34.13324,108.9848
Hulin Dongfanghong Heliport,46.22518,133.11317
Wudalianchi Xingfu Airport,48.73158,127.37618
Wudalianchi Zhanhe Heliport,48.62679,126.61309
Da Hinggan Ling Yiziquan Heliport,51.58833,126.31416
Gannan Chahayang Airport,48.20117,124.17853
Suibin Erjiuling Farm Airport,47.57175,132.13077
Keshan Farm Airport,48.30346,125.35989
Wudalianchi Longmen Airport,48.91567,126.91011
Wudalianchi Longzhen General Airport,48.65333,126.71333
Tongjiang Nongjiang Farm Airport,47.736986,133.234103
Jiamusi Sanhetun General Airport,46.79304,130.26974
Zhaodong Beidahuang General Airport,46.12779,125.77354
Raohe Bawujiu Farm Airport,47.45055,134.06924
Hutubi Shitizi General Heliport,44.01096,86.79289
Aksu Doulang Heliport,41.19555,80.25361
Xinhe Qianfu Airport,41.66629,82.58655
Shihezi Tuoling Mengpo Airport,45.042755,86.131661
Tiemenguan Shuangfeng Airport,41.77703,85.44939
Tumxuk Hedong Airport,39.43714,78.25212
Hejing Gonghar Heliport,42.31126,86.30471
Xinyuan Gongnaisi Airport,43.298872,84.161324
Ürümqi Yaxin General Airport,43.67233,87.32347
Beitun Fengqing Airport,47.22734,87.84022
Huyanghe Wuwu Airport,44.885235,84.720739
Fuyun Tuerhong Airport,47.03888,89.7825
Burqin Kaerqisi Airport,47.6805,86.92763
Tekes Zhuque Airport,43.20563,81.79847
Miyun/Mujiayu,40.401005,116.881289
Guilin Rongchang Heliport,25.61666,110.49731
Guilin Gaotian Heliport,24.71781,110.45589
Xiqing General Aviation Airport,19.55219,109.43658
Haikou Jiazi Airport,19.67521,110.37968
Sanya Tianya Heliport,18.30163,109.41793
Sanya Air Base,18.28754,109.46372
Zhuhai Lianzhou General Airport,22.33594,113.18911
Shenzhen Longgang Heliport,22.69202,114.23685
Shenzhen Xiyong Heliport,22.61392,114.37731
Zhongshan International Finance Center Heliport,22.52316,113.38264
Simuhana Border Heliport,39.72783,73.94963
Qingdao Cihang General Airport,36.983261,120.268279
Mudanjiang Suifenhe Heliport,44.44387,131.13758
Mishan Yonghong Airport,45.29021,132.84763
Raohe Dong'an Heliport,47.33582,134.172
Taiyuan Yaocheng Airport,37.50312,112.424126
Tongjiang Sancun Heliport,47.75486,132.62776
Tongjiang Sanjiangkou Heliport,47.69104,132.51626
Tongjiang Xinfacun Heliport,47.68483,132.52615
Tongjiang Qindeli Heliport,48.10031,133.35684
Fuyuan Nongjiangxiang Heliport,48.27817,134.29517
Hegang Luobei Airport,47.6144,131.39497
Hegang Mingshan Heliport,47.67674,131.05795
Yichun Jiayin Heliport,48.70882,130.56593
Hegang Taipinggou Heliport,48.12698,130.64346
Yichun Shuanghe Heliport,48.981741,130.009923
Hegang Zhongxing Heliport,47.64927,131.96947
Heihe Zhangdiyingzi Heliport,50.55466,127.33141
Da Hinggan Ling Sankaxiang Heliport,51.14672,126.89714
Ergun Mengwushiwei Heliport,51.32797,119.9273
Jinshan City Beach Seaplane Base,30.709688,121.349177
Chenghu General Airport,31.215334,120.789328
Liyang Tianmuhu General Airport,31.53904,119.502554
Shanghai Longhua Heliport,31.167789,121.459955
Huayang Jiao (Cuarteron Reef) Helipad,8.864252,112.83202
Shanghai Tangchen Heliport,31.220837,121.576877
Anji Tianzihu General Airport,30.797725,119.590287
Nanxun Jiao (North Gaven Reef) Helipad,10.205356,114.225583
Chigua Jiao (Johnson South Reef) Helipad,9.716206,114.287054
Dongmen Jiao (Hughes Reef) Helipad,9.908255,114.49831
Lingyang Jiao (Antelope Reef) Heliport,16.44635,111.606529
Chenhang Dao (Duncan Island) Heliport,16.454206,111.706946
Zhongjian Dao (Triton Island) Heliport,15.782977,111.198893
Xixiangtang Poiice Heliport,22.840149,108.146303
Airport (under construction),46.018127,85.655293
Jiuquan Suzhou Airport (under construction),39.887874,98.707352
Jiuzhou Airport,26.998259,107.759571
Industrial Airport 601,32.389746,112.140112
Bayannur Ming'an Airport,40.874146,109.577272
Zhongjiang Military Heliport,30.845684,104.679837
Military Helipad,46.885902,85.172099
Runway 07,34.763616,119.434175
Military Helipad,34.751857,119.461384
Nyikogli Shiquanhe Heliport,32.496868,80.072168
Parking Space (old runway),26.081898,119.604732
Airport (under construction),34.543045,116.298608
Private Runway,37.234774,79.34206
Military Heliport Runway (8x),36.343009,78.033335
Prison Runway Helipad,38.356549,77.261374
Paozhuwan Air Base,30.673944,114.63089
Shanpo Air Base,30.087612,114.31366
Desert Runway,39.010014,83.608618
Ruijin Airport (under construction),25.958108,116.078805
Industrial Helipad,40.583306,93.394014
Military Helipad,41.763301,87.423469
Industrial Helipads (3x),40.467886,90.888053
Deser Military Airport,40.767539,89.275245
Old Runway,40.694827,89.075604
Zhanjiang Wuchuan Airport,21.481667,110.590278
Ngari Burang Airport (under construction),30.3942,81.134033
Shenzhen Sun Yat-sen Cardiovascular Hospital Helipad,22.559494,113.942868
Baigang Shalan Heliport,22.76941,114.62793
Beijing Dingling Airport,40.28566,116.232675
Fuling,29.659301,107.254987
Zhaosu Tianma Airport,43.1075,81.160556
Urad Front Banner Gongmiaozi Airport,40.614366,108.998835
Dengkou General Aviation Airport,40.302832,107.010698
Yinchuan Yueyahu Airport,38.588095,106.539788
Shuangchengzi North Airfield,40.5392,100.0185
Gaotai Airport,39.41188,99.77868
Hospital Helipad,39.028686,117.70708
Golmud Heliport,36.38776,94.79804
Rutog Heliport,33.65626,80.45084
Gêrzê Heliport,32.30204,84.02739
Nyima Heliport,31.78739,87.29839
Seni Heliport,31.414472,91.983751
Lhasa Liuwuxiang Heliport,29.58933,91.02058
Aksai Chin Heliport,35.24569,79.54054
